Area,Year,Crop,Measurement,Unit,Value
Nebraska,2001,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,24
Ohio,2001,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,7
South Dakota,2001,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,30
Wisconsin,2001,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,11
Other States,2001,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,11
U.S.,2001,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,18
Illinois,2002,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,18
Indiana,2002,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,7
Iowa,2002,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,31
Kansas,2002,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,25
Michigan,2002,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,12
Minnesota,2002,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,29
Missouri,2002,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,27
Nebraska,2002,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,34
Ohio,2002,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,6
South Dakota,2002,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,33
Wisconsin,2002,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,15
Other States,2002,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,14
U.S.,2002,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,22
Illinois,2003,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,23
Indiana,2003,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,8
Iowa,2003,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,33
Kansas,2003,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,25
Michigan,2003,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,18
Minnesota,2003,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,31
Missouri,2003,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,32
Nebraska,2003,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,36
Ohio,2003,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,6
South Dakota,2003,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,34
Wisconsin,2003,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,21
Other States,2003,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,17
U.S.,2003,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,25
Illinois,2004,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,26
Indiana,2004,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,11
Iowa,2004,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,36
Kansas,2004,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,25
Michigan,2004,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,15
Minnesota,2004,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,35
Missouri,2004,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,32
Nebraska,2004,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,41
Ohio,2004,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,8
South Dakota,2004,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,28
Wisconsin,2004,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,22
Other States,2004,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,19
U.S.,2004,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,27
Illinois,2005,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,25
Indiana,2005,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,11
Iowa,2005,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,35
Kansas,2005,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,23
Michigan,2005,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,15
Minnesota,2005,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,33
Missouri,2005,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,37
Nebraska,2005,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,39
North Dakota,2005,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,21
Ohio,2005,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,9
South Dakota,2005,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,30
Texas,2005,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,21
Wisconsin,2005,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,22
Other States,2005,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,19
U.S.,2005,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,26
Illinois,2006,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,24
Indiana,2006,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,13
Iowa,2006,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,32
Kansas,2006,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,23
Michigan,2006,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,16
Minnesota,2006,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,28
Missouri,2006,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,38
Nebraska,2006,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,37
North Dakota,2006,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,29
Ohio,2006,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,8
South Dakota,2006,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,20
Texas,2006,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,27
Wisconsin,2006,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,22
Other States,2006,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,20
U.S.,2006,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,25
Illinois,2007,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,19
Indiana,2007,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,12
Iowa,2007,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,22
Kansas,2007,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,25
Michigan,2007,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,19
Minnesota,2007,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,26
Missouri,2007,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,30
Nebraska,2007,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,31
North Dakota,2007,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,29
Ohio,2007,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,9
South Dakota,2007,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,16
Texas,2007,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,22
Wisconsin,2007,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,19
Other States,2007,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,20
U.S.,2007,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,21
Illinois,2008,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,13
Indiana,2008,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,7
Iowa,2008,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,16
Kansas,2008,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,25
Michigan,2008,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,15
Minnesota,2008,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,19
Missouri,2008,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,27
Nebraska,2008,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,27
North Dakota,2008,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,24
Ohio,2008,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,12
South Dakota,2008,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,7
Texas,2008,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,20
Wisconsin,2008,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,14
Other States,2008,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,20
U.S.,2008,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,17
Illinois,2009,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,10
Indiana,2009,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,7
Iowa,2009,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,14
Kansas,2009,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,24
Michigan,2009,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,13
Minnesota,2009,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,23
Missouri,2009,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,23
Nebraska,2009,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,26
North Dakota,2009,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,22
Ohio,2009,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,15
South Dakota,2009,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,6
Texas,2009,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,21
Wisconsin,2009,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,13
Other States,2009,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,20
U.S.,2009,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,17
Illinois,2010,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,15
Indiana,2010,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,7
Iowa,2010,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,15
Kansas,2010,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,22
Michigan,2010,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,11
Minnesota,2010,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,18
Missouri,2010,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,15
Nebraska,2010,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,22
North Dakota,2010,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,22
Ohio,2010,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,13
South Dakota,2010,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,6
Texas,2010,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,18
Wisconsin,2010,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,13
Other States,2010,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,21
U.S.,2010,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,16
Illinois,2011,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,14
Indiana,2011,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,7
Iowa,2011,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,13
Kansas,2011,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,28
Michigan,2011,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,11
Minnesota,2011,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,16
Missouri,2011,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,27
Nebraska,2011,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,15
North Dakota,2011,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,26
Ohio,2011,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,24
South Dakota,2011,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,7
Texas,2011,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,22
Wisconsin,2011,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,18
Other States,2011,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,20
U.S.,2011,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,16
Illinois,2012,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,14
Indiana,2012,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,9
Iowa,2012,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,12
Kansas,2012,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,20
Michigan,2012,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,8
Minnesota,2012,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,19
Missouri,2012,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,18
Nebraska,2012,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,16
North Dakota,2012,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,17
Ohio,2012,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,13
South Dakota,2012,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,9
Texas,2012,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,20
Wisconsin,2012,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,10
Other States,2012,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,18
U.S.,2012,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,15
Illinois,2013,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,4
Indiana,2013,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,2
Iowa,2013,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,5
Kansas,2013,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,7
Michigan,2013,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,4
Minnesota,2013,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,3
Missouri,2013,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,5
Nebraska,2013,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,6
North Dakota,2013,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,5
Ohio,2013,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,6
South Dakota,2013,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,2
Texas,2013,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,16
Wisconsin,2013,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,3
Other States,2013,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,6
U.S.,2013,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,5
Illinois,2014,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,3
Indiana,2014,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,2
Iowa,2014,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,4
Kansas,2014,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,5
Michigan,2014,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,2
Minnesota,2014,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,2
Missouri,2014,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,4
Nebraska,2014,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,4
North Dakota,2014,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,6
Ohio,2014,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,3
South Dakota,2014,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,3
Texas,2014,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,12
Wisconsin,2014,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,3
Other States,2014,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,6
U.S.,2014,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,4
Illinois,2015,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,1
Indiana,2015,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,4
Iowa,2015,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,5
Kansas,2015,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,4
Michigan,2015,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,2
Minnesota,2015,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,2
Missouri,2015,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,5
Nebraska,2015,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,4
North Dakota,2015,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,6
Ohio,2015,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,3
South Dakota,2015,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,1
Texas,2015,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,10
Wisconsin,2015,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,3
Other States,2015,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,4
U.S.,2015,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,4
Illinois,2016,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,2
Indiana,2016,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,2
Iowa,2016,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,3
Kansas,2016,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,4
Michigan,2016,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,3
Minnesota,2016,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,3
Missouri,2016,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,4
Nebraska,2016,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,3
North Dakota,2016,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,4
Ohio,2016,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,2
South Dakota,2016,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,4
Texas,2016,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,8
Wisconsin,2016,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,3
Other States,2016,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,5
U.S.,2016,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,3
Illinois,2017,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,3
Indiana,2017,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,3
Iowa,2017,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,5
Kansas,2017,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,3
Michigan,2017,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,1
Minnesota,2017,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,2
Missouri,2017,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,2
Nebraska,2017,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,3
North Dakota,2017,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,5
Ohio,2017,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,2
South Dakota,2017,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,3
Texas,2017,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,5
Wisconsin,2017,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,2
Other States,2017,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,4
U.S.,2017,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,3
Illinois,2018,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,1
Indiana,2018,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,2
Iowa,2018,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,3
Kansas,2018,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,2
Michigan,2018,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,2
Minnesota,2018,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,1
Missouri,2018,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,2
Nebraska,2018,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,3
North Dakota,2018,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,2
Ohio,2018,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,2
South Dakota,2018,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,2
Texas,2018,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,6
Wisconsin,2018,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,3
Other States,2018,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,4
U.S.,2018,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,2
Illinois,2019,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,1
Indiana,2019,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only,Percent of corn planted,2
