Area,Year,Measurement,Unit,Value
Nova Scotia,2006,Total number of operators,Farm operators,5090
Nova Scotia,2011,Total number of operators,Farm operators,5225
Nova Scotia,2016,Total number of operators,Farm operators,4630
Nova Scotia,2021,Total number of operators,Farm operators,3785
Nova Scotia,1991,Male,Farm operators,4080
Nova Scotia,1996,Male,Farm operators,4555
Nova Scotia,2001,Male,Farm operators,4000
Nova Scotia,2006,Male,Farm operators,3835
Nova Scotia,2011,Male,Farm operators,3865
Nova Scotia,2016,Male,Farm operators,3365
Nova Scotia,2021,Male,Farm operators,2670
Nova Scotia,1991,Female,Farm operators,1090
Nova Scotia,1996,Female,Farm operators,1170
Nova Scotia,2001,Female,Farm operators,1085
Nova Scotia,2006,Female,Farm operators,1255
Nova Scotia,2011,Female,Farm operators,1355
Nova Scotia,2016,Female,Farm operators,1265
Nova Scotia,2021,Female,Farm operators,1115
Nova Scotia,1991,Under 35 years,Farm operators,870
Nova Scotia,1996,Under 35 years,Farm operators,765
Nova Scotia,2001,Under 35 years,Farm operators,480
Nova Scotia,2006,Under 35 years,Farm operators,360
Nova Scotia,2011,Under 35 years,Farm operators,315
Nova Scotia,2016,Under 35 years,Farm operators,320
Nova Scotia,2021,Under 35 years,Farm operators,240
Nova Scotia,1991,35 to 54 years,Farm operators,2610
Nova Scotia,1996,35 to 54 years,Farm operators,3080
Nova Scotia,2001,35 to 54 years,Farm operators,2675
Nova Scotia,2006,35 to 54 years,Farm operators,2425
Nova Scotia,2011,35 to 54 years,Farm operators,2085
Nova Scotia,2016,35 to 54 years,Farm operators,1590
Nova Scotia,2021,35 to 54 years,Farm operators,985
Nova Scotia,1991,55 years and over,Farm operators,1690
Nova Scotia,1996,55 years and over,Farm operators,1880
Nova Scotia,2001,55 years and over,Farm operators,1930
Nova Scotia,2006,55 years and over,Farm operators,2310
Nova Scotia,2011,55 years and over,Farm operators,2815
Nova Scotia,2016,55 years and over,Farm operators,2725
Nova Scotia,2021,55 years and over,Farm operators,2560
Nova Scotia,1991,Average age of farm operators,Farm operators,48.3
Nova Scotia,1996,Average age of farm operators,Farm operators,49.1
Nova Scotia,2001,Average age of farm operators,Farm operators,51
Nova Scotia,2006,Average age of farm operators,Farm operators,53.2
Nova Scotia,2011,Average age of farm operators,Farm operators,55.4
Nova Scotia,2016,Average age of farm operators,Farm operators,56.5
Nova Scotia,2021,Average age of farm operators,Farm operators,58.2
Nova Scotia,1991,Operators with no paid non-farm work,Farm operators,3040
Nova Scotia,1996,Operators with no paid non-farm work,Farm operators,2770
Nova Scotia,2001,Operators with no paid non-farm work,Farm operators,2630
Nova Scotia,2006,Operators with no paid non-farm work,Farm operators,2630
Nova Scotia,2011,Operators with no paid non-farm work,Farm operators,2730
Nova Scotia,2016,Operators with no paid non-farm work,Farm operators,2560
Nova Scotia,2021,Operators with no paid non-farm work,Farm operators,2010
Nova Scotia,1991,Operators with paid non-farm work,Farm operators,2130
Nova Scotia,1996,Operators with paid non-farm work,Farm operators,2960
Nova Scotia,2001,Operators with paid non-farm work,Farm operators,2450
Nova Scotia,2006,Operators with paid non-farm work,Farm operators,2470
Nova Scotia,2011,Operators with paid non-farm work,Farm operators,2495
Nova Scotia,2016,Operators with paid non-farm work,Farm operators,2070
Nova Scotia,2021,Operators with paid non-farm work,Farm operators,1765
New Brunswick,1991,Total number of operators,Farm operators,4235
New Brunswick,1996,Total number of operators,Farm operators,4335
New Brunswick,2001,Total number of operators,Farm operators,3895
New Brunswick,2006,Total number of operators,Farm operators,3700
New Brunswick,2011,Total number of operators,Farm operators,3470
New Brunswick,2016,Total number of operators,Farm operators,3005
New Brunswick,2021,Total number of operators,Farm operators,2475
New Brunswick,1991,Male,Farm operators,3465
New Brunswick,1996,Male,Farm operators,3650
New Brunswick,2001,Male,Farm operators,3190
New Brunswick,2006,Male,Farm operators,2930
New Brunswick,2011,Male,Farm operators,2740
New Brunswick,2016,Male,Farm operators,2335
New Brunswick,2021,Male,Farm operators,1885
New Brunswick,1991,Female,Farm operators,770
New Brunswick,1996,Female,Farm operators,685
New Brunswick,2001,Female,Farm operators,705
New Brunswick,2006,Female,Farm operators,770
New Brunswick,2011,Female,Farm operators,730
New Brunswick,2016,Female,Farm operators,665
New Brunswick,2021,Female,Farm operators,585
New Brunswick,1991,Under 35 years,Farm operators,695
New Brunswick,1996,Under 35 years,Farm operators,525
New Brunswick,2001,Under 35 years,Farm operators,350
New Brunswick,2006,Under 35 years,Farm operators,270
New Brunswick,2011,Under 35 years,Farm operators,225
New Brunswick,2016,Under 35 years,Farm operators,260
New Brunswick,2021,Under 35 years,Farm operators,165
New Brunswick,1991,35 to 54 years,Farm operators,2225
New Brunswick,1996,35 to 54 years,Farm operators,2355
New Brunswick,2001,35 to 54 years,Farm operators,2135
New Brunswick,2006,35 to 54 years,Farm operators,1815
New Brunswick,2011,35 to 54 years,Farm operators,1355
New Brunswick,2016,35 to 54 years,Farm operators,1025
New Brunswick,2021,35 to 54 years,Farm operators,755
New Brunswick,1991,55 years and over,Farm operators,1320
New Brunswick,1996,55 years and over,Farm operators,1460
New Brunswick,2001,55 years and over,Farm operators,1410
New Brunswick,2006,55 years and over,Farm operators,1605
New Brunswick,2011,55 years and over,Farm operators,1895
New Brunswick,2016,55 years and over,Farm operators,1720
New Brunswick,2021,55 years and over,Farm operators,1555
New Brunswick,1991,Average age of farm operators,Farm operators,48.1
New Brunswick,1996,Average age of farm operators,Farm operators,49.4
New Brunswick,2001,Average age of farm operators,Farm operators,51
New Brunswick,2006,Average age of farm operators,Farm operators,52.8
New Brunswick,2011,Average age of farm operators,Farm operators,55.5
New Brunswick,2016,Average age of farm operators,Farm operators,55.6
New Brunswick,2021,Average age of farm operators,Farm operators,57
New Brunswick,1991,Operators with no paid non-farm work,Farm operators,2490
New Brunswick,1996,Operators with no paid non-farm work,Farm operators,2110
New Brunswick,2001,Operators with no paid non-farm work,Farm operators,2020
New Brunswick,2006,Operators with no paid non-farm work,Farm operators,2050
New Brunswick,2011,Operators with no paid non-farm work,Farm operators,1925
New Brunswick,2016,Operators with no paid non-farm work,Farm operators,1675
New Brunswick,2021,Operators with no paid non-farm work,Farm operators,1340
New Brunswick,1991,Operators with paid non-farm work,Farm operators,1745
New Brunswick,1996,Operators with paid non-farm work,Farm operators,2230
New Brunswick,2001,Operators with paid non-farm work,Farm operators,1875
New Brunswick,2006,Operators with paid non-farm work,Farm operators,1645
New Brunswick,2011,Operators with paid non-farm work,Farm operators,1545
New Brunswick,2016,Operators with paid non-farm work,Farm operators,1330
New Brunswick,2021,Operators with paid non-farm work,Farm operators,1140
Quebec,1991,Total number of operators,Farm operators,53350
Quebec,1996,Total number of operators,Farm operators,53155
Quebec,2001,Total number of operators,Farm operators,47390
Quebec,2006,Total number of operators,Farm operators,45470
Quebec,2011,Total number of operators,Farm operators,43920
Quebec,2016,Total number of operators,Farm operators,41995
Quebec,2021,Total number of operators,Farm operators,42265
Quebec,1991,Male,Farm operators,40150
Quebec,1996,Male,Farm operators,39490
Quebec,2001,Male,Farm operators,35195
Quebec,2006,Male,Farm operators,33645
Quebec,2011,Male,Farm operators,32560
Quebec,2016,Male,Farm operators,31050
Quebec,2021,Male,Farm operators,30580
Quebec,1991,Female,Farm operators,13200
Quebec,1996,Female,Farm operators,13665
Quebec,2001,Female,Farm operators,12195
Quebec,2006,Female,Farm operators,11825
Quebec,2011,Female,Farm operators,11355
Quebec,2016,Female,Farm operators,10945
Quebec,2021,Female,Farm operators,11690
Quebec,1991,Under 35 years,Farm operators,13475
Quebec,1996,Under 35 years,Farm operators,10755
Quebec,2001,Under 35 years,Farm operators,6505
Quebec,2006,Under 35 years,Farm operators,5160
Quebec,2011,Under 35 years,Farm operators,4775
Quebec,2016,Under 35 years,Farm operators,4130
Quebec,2021,Under 35 years,Farm operators,3645
Quebec,1991,35 to 54 years,Farm operators,27905
Quebec,1996,35 to 54 years,Farm operators,30400
Quebec,2001,35 to 54 years,Farm operators,28625
Quebec,2006,35 to 54 years,Farm operators,25640
Quebec,2011,35 to 54 years,Farm operators,21700
Quebec,2016,35 to 54 years,Farm operators,18025
Quebec,2021,35 to 54 years,Farm operators,16045
Quebec,1991,55 years and over,Farm operators,11970
Quebec,1996,55 years and over,Farm operators,12000
Quebec,2001,55 years and over,Farm operators,12255
Quebec,2006,55 years and over,Farm operators,14685
Quebec,2011,55 years and over,Farm operators,17450
Quebec,2016,55 years and over,Farm operators,19845
Quebec,2021,55 years and over,Farm operators,22590
Quebec,1991,Average age of farm operators,Farm operators,44.3
Quebec,1996,Average age of farm operators,Farm operators,45.2
Quebec,2001,Average age of farm operators,Farm operators,47
Quebec,2006,Average age of farm operators,Farm operators,49.3
Quebec,2011,Average age of farm operators,Farm operators,51.4
Quebec,2016,Average age of farm operators,Farm operators,52.9
Quebec,2021,Average age of farm operators,Farm operators,54
Quebec,1991,Operators with no paid non-farm work,Farm operators,39480
Quebec,1996,Operators with no paid non-farm work,Farm operators,36040
Quebec,2001,Operators with no paid non-farm work,Farm operators,32995
Quebec,2006,Operators with no paid non-farm work,Farm operators,30345
Quebec,2011,Operators with no paid non-farm work,Farm operators,28280
Quebec,2016,Operators with no paid non-farm work,Farm operators,26760
Quebec,2021,Operators with no paid non-farm work,Farm operators,22900
Quebec,1991,Operators with paid non-farm work,Farm operators,13875
Quebec,1996,Operators with paid non-farm work,Farm operators,17115
Quebec,2001,Operators with paid non-farm work,Farm operators,14390
Quebec,2006,Operators with paid non-farm work,Farm operators,15125
Quebec,2011,Operators with paid non-farm work,Farm operators,15640
Quebec,2016,Operators with paid non-farm work,Farm operators,15240
Quebec,2021,Operators with paid non-farm work,Farm operators,19380
Ontario,1991,Total number of operators,Farm operators,100910
Ontario,1996,Total number of operators,Farm operators,96940
Ontario,2001,Total number of operators,Farm operators,85015
Ontario,2006,Total number of operators,Farm operators,82405
Ontario,2011,Total number of operators,Farm operators,74840
Ontario,2016,Total number of operators,Farm operators,70470
Ontario,2021,Total number of operators,Farm operators,67390
Ontario,1991,Male,Farm operators,71980
Ontario,1996,Male,Farm operators,71045
Ontario,2001,Male,Farm operators,62210
Ontario,2006,Male,Farm operators,58875
Ontario,2011,Male,Farm operators,53595
Ontario,2016,Male,Farm operators,49565
Ontario,2021,Male,Farm operators,46490
Ontario,1991,Female,Farm operators,28930
Ontario,1996,Female,Farm operators,25895
Ontario,2001,Female,Farm operators,22805
Ontario,2006,Female,Farm operators,23530
Ontario,2011,Female,Farm operators,21245
Ontario,2016,Female,Farm operators,20905
Ontario,2021,Female,Farm operators,20895
Ontario,1991,Under 35 years,Farm operators,18440
Ontario,1996,Under 35 years,Farm operators,13835
Ontario,2001,Under 35 years,Farm operators,8975
Ontario,2006,Under 35 years,Farm operators,7070
Ontario,2011,Under 35 years,Farm operators,6130
Ontario,2016,Under 35 years,Farm operators,6610
Ontario,2021,Under 35 years,Farm operators,5620
Ontario,1991,35 to 54 years,Farm operators,48005
Ontario,1996,35 to 54 years,Farm operators,48995
Ontario,2001,35 to 54 years,Farm operators,44150
Ontario,2006,35 to 54 years,Farm operators,40280
Ontario,2011,35 to 54 years,Farm operators,31830
Ontario,2016,35 to 54 years,Farm operators,25010
Ontario,2021,35 to 54 years,Farm operators,19780
Ontario,1991,55 years and over,Farm operators,34470
Ontario,1996,55 years and over,Farm operators,34105
Ontario,2001,55 years and over,Farm operators,31885
Ontario,2006,55 years and over,Farm operators,35065
Ontario,2011,55 years and over,Farm operators,36885
Ontario,2016,55 years and over,Farm operators,38850
Ontario,2021,55 years and over,Farm operators,42000
Ontario,1991,Average age of farm operators,Farm operators,48.3
Ontario,1996,Average age of farm operators,Farm operators,49.4
Ontario,2001,Average age of farm operators,Farm operators,50.7
Ontario,2006,Average age of farm operators,Farm operators,52.6
Ontario,2011,Average age of farm operators,Farm operators,54.5
Ontario,2016,Average age of farm operators,Farm operators,55.3
Ontario,2021,Average age of farm operators,Farm operators,56.7
Ontario,1991,Operators with no paid non-farm work,Farm operators,60305
Ontario,1996,Operators with no paid non-farm work,Farm operators,51130
Ontario,2001,Operators with no paid non-farm work,Farm operators,46360
Ontario,2006,Operators with no paid non-farm work,Farm operators,41560
Ontario,2011,Operators with no paid non-farm work,Farm operators,39070
Ontario,2016,Operators with no paid non-farm work,Farm operators,37815
Ontario,2021,Operators with no paid non-farm work,Farm operators,34240
Ontario,1991,Operators with paid non-farm work,Farm operators,40600
Ontario,1996,Operators with paid non-farm work,Farm operators,45805
Ontario,2001,Operators with paid non-farm work,Farm operators,38655
Ontario,2006,Operators with paid non-farm work,Farm operators,40850
Ontario,2011,Operators with paid non-farm work,Farm operators,35770
Ontario,2016,Operators with paid non-farm work,Farm operators,32660
Ontario,2021,Operators with paid non-farm work,Farm operators,33150
Manitoba,1991,Total number of operators,Farm operators,34780
Manitoba,1996,Total number of operators,Farm operators,33255
Manitoba,2001,Total number of operators,Farm operators,28790
Manitoba,2006,Total number of operators,Farm operators,26625
Manitoba,2011,Total number of operators,Farm operators,22315
Manitoba,2016,Total number of operators,Farm operators,20140
Manitoba,2021,Total number of operators,Farm operators,19465
Manitoba,1991,Male,Farm operators,27005
Manitoba,1996,Male,Farm operators,26080
Manitoba,2001,Male,Farm operators,22275
Manitoba,2006,Male,Farm operators,20210
Manitoba,2011,Male,Farm operators,17045
Manitoba,2016,Male,Farm operators,15355
Manitoba,2021,Male,Farm operators,14315
Manitoba,1991,Female,Farm operators,7775
Manitoba,1996,Female,Farm operators,7175
Manitoba,2001,Female,Farm operators,6515
Manitoba,2006,Female,Farm operators,6415
Manitoba,2011,Female,Farm operators,5270
Manitoba,2016,Female,Farm operators,4785
Manitoba,2021,Female,Farm operators,5150
Manitoba,1991,Under 35 years,Farm operators,7190
Manitoba,1996,Under 35 years,Farm operators,5905
Manitoba,2001,Under 35 years,Farm operators,3860
Manitoba,2006,Under 35 years,Farm operators,2850
Manitoba,2011,Under 35 years,Farm operators,1965
Manitoba,2016,Under 35 years,Farm operators,2175
Manitoba,2021,Under 35 years,Farm operators,2230
Manitoba,1991,35 to 54 years,Farm operators,16290
Manitoba,1996,35 to 54 years,Farm operators,17015
Manitoba,2001,35 to 54 years,Farm operators,15475
Manitoba,2006,35 to 54 years,Farm operators,13545
Manitoba,2011,35 to 54 years,Farm operators,10190
Manitoba,2016,35 to 54 years,Farm operators,7470
Manitoba,2021,35 to 54 years,Farm operators,6375
Manitoba,1991,55 years and over,Farm operators,11300
Manitoba,1996,55 years and over,Farm operators,10335
Manitoba,2001,55 years and over,Farm operators,9455
Manitoba,2006,55 years and over,Farm operators,10230
Manitoba,2011,55 years and over,Farm operators,10165
Manitoba,2016,55 years and over,Farm operators,10495
Manitoba,2021,55 years and over,Farm operators,10865
Manitoba,1991,Average age of farm operators,Farm operators,47.4
Manitoba,1996,Average age of farm operators,Farm operators,47.7
Manitoba,2001,Average age of farm operators,Farm operators,49
Manitoba,2006,Average age of farm operators,Farm operators,51.2
Manitoba,2011,Average age of farm operators,Farm operators,53.1
Manitoba,2016,Average age of farm operators,Farm operators,53.8
Manitoba,2021,Average age of farm operators,Farm operators,54.4
Manitoba,1991,Operators with no paid non-farm work,Farm operators,22500
Manitoba,1996,Operators with no paid non-farm work,Farm operators,18315
Manitoba,2001,Operators with no paid non-farm work,Farm operators,15635
Manitoba,2006,Operators with no paid non-farm work,Farm operators,13930
Manitoba,2011,Operators with no paid non-farm work,Farm operators,12010
Manitoba,2016,Operators with no paid non-farm work,Farm operators,11500
Manitoba,2021,Operators with no paid non-farm work,Farm operators,10500
Manitoba,1991,Operators with paid non-farm work,Farm operators,12280
Manitoba,1996,Operators with paid non-farm work,Farm operators,14940
Manitoba,2001,Operators with paid non-farm work,Farm operators,13165
Manitoba,2006,Operators with paid non-farm work,Farm operators,12695
Manitoba,2011,Operators with paid non-farm work,Farm operators,10305
Manitoba,2016,Operators with paid non-farm work,Farm operators,8645
Manitoba,2021,Operators with paid non-farm work,Farm operators,8960
Saskatchewan,1991,Total number of operators,Farm operators,78025
Saskatchewan,1996,Total number of operators,Farm operators,72925
Saskatchewan,2001,Total number of operators,Farm operators,66275
Saskatchewan,2006,Total number of operators,Farm operators,59190
Saskatchewan,2011,Total number of operators,Farm operators,49475
Saskatchewan,2016,Total number of operators,Farm operators,45350
Saskatchewan,2021,Total number of operators,Farm operators,44140
Saskatchewan,1991,Male,Farm operators,61840
Saskatchewan,1996,Male,Farm operators,58315
Saskatchewan,2001,Male,Farm operators,51525
Saskatchewan,2006,Male,Farm operators,45100
Saskatchewan,2011,Male,Farm operators,38150
Saskatchewan,2016,Male,Farm operators,34070
Saskatchewan,2021,Male,Farm operators,32130
Saskatchewan,1991,Female,Farm operators,16185
Saskatchewan,1996,Female,Farm operators,14610
Saskatchewan,2001,Female,Farm operators,14750
Saskatchewan,2006,Female,Farm operators,14090
Saskatchewan,2011,Female,Farm operators,11325
Saskatchewan,2016,Female,Farm operators,11275
Saskatchewan,2021,Female,Farm operators,12010
Saskatchewan,1991,Under 35 years,Farm operators,15635
Saskatchewan,1996,Under 35 years,Farm operators,11400
Saskatchewan,2001,Under 35 years,Farm operators,8135
Saskatchewan,2006,Under 35 years,Farm operators,5910
Saskatchewan,2011,Under 35 years,Farm operators,4375
