Area,Year,Measurement,Unit,Value
France,1984,Total,People,1642774.112
France,1985,Total,People,1585639.773
France,1986,Total,People,1534551.128
France,1987,Total,People,1476537.629
France,1988,Total,People,1420838.517
France,1989,Total,People,1363824.989
France,1990,Total,People,1300400
France,1991,Total,People,1242200
France,1992,Total,People,1190400
France,1993,Total,People,1134000
France,1994,Total,People,1084300
France,1995,Total,People,1051100
France,1996,Total,People,1026600
France,1997,Total,People,1011300
France,1998,Total,People,998800
France,1999,Total,People,981500
France,2000,Total,People,961100
France,2001,Total,People,945300
France,2002,Total,People,928300
France,2003,Total,People,912200
France,2004,Total,People,905600
France,2005,Total,People,895918.1748
France,2006,Total,People,875656.2107
France,2007,Total,People,851903.7098
Japan,1872,Total,People,14495000
Japan,1880,Total,People,16076000
Japan,1890,Total,People,17198000
Japan,1900,Total,People,17331000
Japan,1910,Total,People,16489000
Japan,1920,Total,People,14441000
Japan,1930,Total,People,14489000
Japan,1940,Total,People,15417000
Japan,1950,Total,People,17158000
Japan,1953,Total,People,17081689.87
Japan,1954,Total,People,16569955.6
Japan,1955,Total,People,16928169.58
Japan,1956,Total,People,16560275.46
Japan,1957,Total,People,16309301.1
Japan,1958,Total,People,15737805.29
Japan,1959,Total,People,15167317.41
Japan,1960,Total,People,15057453.14
Japan,1961,Total,People,14645210.13
Japan,1962,Total,People,14220871.97
Japan,1963,Total,People,13442750.68
Japan,1964,Total,People,12898468.96
Japan,1965,Total,People,12433813.63
Japan,1966,Total,People,12127403.18
Japan,1967,Total,People,11889531.91
Japan,1968,Total,People,11609327.61
Japan,1969,Total,People,11335170.89
Japan,1970,Total,People,10821127.04
Japan,1971,Total,People,10036958.19
Japan,1972,Total,People,9553152.208
Japan,1973,Total,People,9104623.749
Japan,1974,Total,People,8878847.626
Japan,1975,Total,People,8686333.164
Japan,1976,Total,People,8509945.567
Japan,1977,Total,People,8432335.025
Japan,1978,Total,People,8328518.326
Japan,1979,Total,People,8039242.668
Japan,1980,Total,People,7625991.728
Japan,1981,Total,People,7387112.527
Japan,1982,Total,People,7245980.583
Japan,1983,Total,People,7009441.55
Japan,1984,Total,People,6743482.115
Japan,1985,Total,People,6651197.537
Japan,1986,Total,People,6424279
Japan,1987,Total,People,6255876.319
Japan,1988,Total,People,6040229.021
Japan,1989,Total,People,5846183.346
Japan,1990,Total,People,5650116.988
Japan,1991,Total,People,5462146.364
Japan,1992,Total,People,5332166.678
Japan,1993,Total,People,5034213.243
Japan,1994,Total,People,4896234.806
Japan,1995,Total,People,4792251.057
Japan,1996,Total,People,4576648.119
Japan,1997,Total,People,4413263.843
Japan,1998,Total,People,4237277.523
Japan,1999,Total,People,4051128.922
Japan,2000,Total,People,3866799.455
Japan,2001,Total,People,3697836.422
Japan,2002,Total,People,3460497.75
Japan,2003,Total,People,3433042.384
Japan,2004,Total,People,3371499.921
Japan,2005,Total,People,3343371.126
Japan,2006,Total,People,3250386.839
Japan,2007,Total,People,3250818.943
Japan,2008,Total,People,3189429.376
Japan,2009,Total,People,2952837.23
Japan,2010,Total,People,2852172.324
Japan,2011,Total,People,2785062.387
Japan,2012,Total,People,2684397.482
Netherlands,1859,Total,People,536130
Netherlands,1889,Total,People,633448
Netherlands,1899,Total,People,681674
Netherlands,1909,Total,People,699689
Netherlands,1920,Total,People,641000
Netherlands,1930,Total,People,656000
Netherlands,1947,Total,People,747000
Netherlands,1949,Total,People,637150.1541
Netherlands,1960,Total,People,479205.6808
Netherlands,1961,Total,People,475982.3242
Netherlands,1962,Total,People,453418.828
Netherlands,1963,Total,People,439450.9494
Netherlands,1964,Total,People,422259.7143
Netherlands,1965,Total,People,397547.3137
Netherlands,1966,Total,People,386802.7917
Netherlands,1967,Total,People,358867.0345
Netherlands,1968,Total,People,334154.6339
Netherlands,1969,Total,People,320186.7553
Netherlands,1970,Total,People,314265.6206
Netherlands,1971,Total,People,311506.9316
Netherlands,1972,Total,People,307090.6187
Netherlands,1973,Total,People,304864.3572
Netherlands,1974,Total,People,302065.2152
Netherlands,1975,Total,People,300760.282
Netherlands,1976,Total,People,296322.1576
Netherlands,1977,Total,People,292738.3572
Netherlands,1978,Total,People,288440.9417
Netherlands,1979,Total,People,288319.713
Netherlands,1980,Total,People,284889.2852
Netherlands,1981,Total,People,285604.4921
Netherlands,1982,Total,People,288611.5464
Netherlands,1983,Total,People,291394.5601
Netherlands,1984,Total,People,292195.5953
Netherlands,1985,Total,People,290888.0028
Netherlands,1986,Total,People,290267.4429
Netherlands,1987,Total,People,291254.7471
Netherlands,1988,Total,People,292242.0513
Netherlands,1989,Total,People,287305.5302
Netherlands,1990,Total,People,289280.1386
Netherlands,1991,Total,People,295203.964
Netherlands,1992,Total,People,292242.0513
Netherlands,1993,Total,People,284343.6175
Netherlands,1994,Total,People,279484.4328
Netherlands,1995,Total,People,283078
Netherlands,1996,Total,People,286718
Netherlands,1997,Total,People,291302
Netherlands,1998,Total,People,279191
Netherlands,1999,Total,People,280138
Netherlands,2000,Total,People,279912
Netherlands,2001,Total,People,283035
Netherlands,2002,Total,People,282997
Netherlands,2003,Total,People,278378
Netherlands,2004,Total,People,271010
Netherlands,2005,Total,People,265968
Netherlands,2006,Total,People,261595
Netherlands,2007,Total,People,258834
Netherlands,2008,Total,People,253760.8679
Netherlands,2009,Total,People,255746.6579
Netherlands,2010,Total,People,254078.5679
Netherlands,2011,Total,People,252394.4413
South Korea,1955,Total,People,6436000
South Korea,1963,Total,People,4609264.821
South Korea,1964,Total,People,4597829.804
South Korea,1965,Total,People,4583536.032
South Korea,1966,Total,People,4646428.627
South Korea,1967,Total,People,4584488.95
South Korea,1968,Total,People,4574959.77
South Korea,1969,Total,People,4597829.804
South Korea,1970,Total,People,4617841.084
South Korea,1971,Total,People,4646428.627
South Korea,1972,Total,People,5094300.131
South Korea,1973,Total,People,5306800.866
South Korea,1974,Total,People,5321094.637
South Korea,1975,Total,People,5169580.66
South Korea,1976,Total,People,5337294.245
South Korea,1977,Total,People,5150522.298
South Korea,1978,Total,People,4937068.645
South Korea,1979,Total,People,4656910.726
South Korea,1980,Total,People,4438692.482
South Korea,1981,Total,People,4574959.77
South Korea,1982,Total,People,4394858.25
South Korea,1983,Total,People,4111841.576
South Korea,1984,Total,People,3729721.42
South Korea,1985,Total,People,3557243.245
South Korea,1986,Total,People,3489586.06
South Korea,1987,Total,People,3411446.777
South Korea,1988,Total,People,3319013.722
South Korea,1989,Total,People,3258979.882
South Korea,1990,Total,People,3068446.154
South Korea,1991,Total,People,2897818.935
South Korea,1992,Total,People,2841891.124
South Korea,1993,Total,People,2700649.704
South Korea,1994,Total,People,2588794.083
South Korea,1995,Total,People,2403000
South Korea,1996,Total,People,2323000
South Korea,1997,Total,People,2285000
South Korea,1998,Total,People,2397000
South Korea,1999,Total,People,2302000
South Korea,2000,Total,People,2243000
South Korea,2001,Total,People,2148000
South Korea,2002,Total,People,2069000
South Korea,2003,Total,People,1950000
South Korea,2004,Total,People,1825000
South Korea,2005,Total,People,1815000
South Korea,2006,Total,People,1785000
South Korea,2007,Total,People,1726000
South Korea,2008,Total,People,1736531.575
South Korea,2009,Total,People,1731302.611
South Korea,2010,Total,People,1645378.237
Spain,1860,Total,People,5266000
Spain,1877,Total,People,5045000
Spain,1887,Total,People,4854000
Spain,1900,Total,People,5139000
Spain,1910,Total,People,4220000
Spain,1920,Total,People,4538000
Spain,1940,Total,People,4781000
Spain,1950,Total,People,5271000
Spain,1964,Total,People,4177000
Spain,1970,Total,People,3160771.598
Spain,1971,Total,People,3058917.387
Spain,1972,Total,People,2942314.398
Spain,1973,Total,People,2830162.442
Spain,1974,Total,People,2715208.049
Spain,1975,Total,People,2604944.001
Spain,1976,Total,People,2490941.67
Spain,1977,Total,People,2382016.445
Spain,1978,Total,People,2291891.181
Spain,1979,Total,People,2205355.891
Spain,1980,Total,People,2098217.244
Spain,1981,Total,People,1976066.976
Spain,1982,Total,People,1929406.976
Spain,1983,Total,People,1920926.557
Spain,1984,Total,People,1851519.781
Spain,1985,Total,People,1791303.9
Spain,1986,Total,People,1671728.936
Spain,1987,Total,People,1633306.093
Spain,1988,Total,People,1615262.23
Spain,1989,Total,People,1510749.056
Spain,1990,Total,People,1459757.217
Spain,1991,Total,People,1322067.189
Spain,1992,Total,People,1229969.469
Spain,1993,Total,People,1167673.066
Spain,1994,Total,People,1121119.603
Spain,1995,Total,People,1070205.761
Spain,1996,Total,People,1077281.855
Spain,1997,Total,People,1059779.92
Spain,1998,Total,People,1059384.444
Spain,1999,Total,People,1032891.28
Spain,2000,Total,People,1037400
Spain,2001,Total,People,1040900
Spain,2002,Total,People,1023100
Spain,2003,Total,People,1013700
Spain,2004,Total,People,999600
Spain,2005,Total,People,1000800
Spain,2006,Total,People,943434.3919
Spain,2007,Total,People,924745.5962
Sweden,1850,Total,People,949014.5182
Sweden,1851,Total,People,941801.0892
Sweden,1852,Total,People,942600.9453
Sweden,1853,Total,People,952253.268
Sweden,1854,Total,People,968336.5435
Sweden,1855,Total,People,994020.18
Sweden,1856,Total,People,979349.1708
Sweden,1857,Total,People,992546.645
Sweden,1858,Total,People,1019169.198
Sweden,1859,Total,People,1033733.698
Sweden,1860,Total,People,1038088.109
Sweden,1861,Total,People,1036222.432
Sweden,1862,Total,People,1013372.76
Sweden,1863,Total,People,1042558.362
Sweden,1864,Total,People,1044893.669
Sweden,1865,Total,People,1061723.866
Sweden,1866,Total,People,1047317.584
Sweden,1867,Total,People,1062745.96
Sweden,1868,Total,People,1005346.821
Sweden,1869,Total,People,1038368.235
Sweden,1870,Total,People,1087476.746
Sweden,1871,Total,People,1091748.663
Sweden,1872,Total,People,1096117.249
Sweden,1873,Total,People,1100452.339
Sweden,1874,Total,People,1104654.621
Sweden,1875,Total,People,1108484.796
Sweden,1876,Total,People,1112051.65
Sweden,1877,Total,People,1115879.328
Sweden,1878,Total,People,1119287.845
Sweden,1879,Total,People,1123244.243
Sweden,1880,Total,People,1127084.772
Sweden,1881,Total,People,1124352.062
Sweden,1882,Total,People,1121342.138
Sweden,1883,Total,People,1119577.294
Sweden,1884,Total,People,1118272.361
Sweden,1885,Total,People,1117235.862
Sweden,1886,Total,People,1115347.139
Sweden,1887,Total,People,1112178.93
Sweden,1888,Total,People,1108623.165
Sweden,1889,Total,People,1106844.316
Sweden,1890,Total,People,1104386.416
Sweden,1891,Total,People,1102416.498
Sweden,1892,Total,People,1099825.19
Sweden,1893,Total,People,1097665.121
Sweden,1894,Total,People,1097145.931
Sweden,1895,Total,People,1095930.13
Sweden,1896,Total,People,1094438.033
Sweden,1897,Total,People,1093579.302
Sweden,1898,Total,People,1092754.477
Sweden,1899,Total,People,1091614.925
Sweden,1900,Total,People,1089129.469
Sweden,1901,Total,People,1081737.499
Sweden,1902,Total,People,1072822.16
Sweden,1903,Total,People,1063764.923
Sweden,1904,Total,People,1055527.862
Sweden,1905,Total,People,1047198.753
Sweden,1906,Total,People,1038571.983
Sweden,1907,Total,People,1029974.309
Sweden,1908,Total,People,1025798.24
Sweden,1909,Total,People,1022593.321
Sweden,1910,Total,People,1014042.884
Sweden,1911,Total,People,1011133.288
Sweden,1912,Total,People,1007969.316
Sweden,1913,Total,People,1004187.221
Sweden,1914,Total,People,1001257.265
Sweden,1915,Total,People,998446.945
Sweden,1916,Total,People,995969.3323
Sweden,1917,Total,People,995559.8046
Sweden,1918,Total,People,994435.8484
Sweden,1919,Total,People,992434.729
Sweden,1920,Total,People,989865.5053
Sweden,1921,Total,People,980042.8862
Sweden,1922,Total,People,969797.9863
Sweden,1923,Total,People,962957.4735
Sweden,1924,Total,People,956587.809
Sweden,1925,Total,People,949777.3414
Sweden,1926,Total,People,947277.831
Sweden,1927,Total,People,946072.9254
Sweden,1928,Total,People,943097.9491
Sweden,1929,Total,People,941182.9851
Sweden,1930,Total,People,938712.567
Sweden,1931,Total,People,916700.239
Sweden,1932,Total,People,900921.175
Sweden,1933,Total,People,890592.0142
Sweden,1934,Total,People,901675.791
Sweden,1935,Total,People,902058.2281
Sweden,1936,Total,People,898458.8263
Sweden,1937,Total,People,887236.1495
Sweden,1938,Total,People,884169.5164
Sweden,1939,Total,People,873846.5419
Sweden,1940,Total,People,853515.3207
Sweden,1941,Total,People,819354.4061
Sweden,1942,Total,People,784944.2311
Sweden,1943,Total,People,750736.5479
Sweden,1944,Total,People,746217.5227
Sweden,1945,Total,People,739857.3553
Sweden,1946,Total,People,710892.6587
Sweden,1947,Total,People,694151.9389
Sweden,1948,Total,People,679245.3645
Sweden,1949,Total,People,667745.6205
Sweden,1950,Total,People,644945.6123
Sweden,1951,Total,People,625013.3693
Sweden,1952,Total,People,604885.3403
Sweden,1953,Total,People,584561.5253
Sweden,1954,Total,People,564041.9243
Sweden,1955,Total,People,543326.5373
Sweden,1956,Total,People,522415.3643
Sweden,1957,Total,People,501308.4053
Sweden,1958,Total,People,480005.6604
Sweden,1959,Total,People,458507.1294
Sweden,1960,Total,People,436812.8124
Sweden,1961,Total,People,419537.0227
Sweden,1962,Total,People,401845.2203
Sweden,1963,Total,People,383737.1554
Sweden,1964,Total,People,365212.578
Sweden,1965,Total,People,346271.2381
Sweden,1966,Total,People,331559.1451
Sweden,1967,Total,People,316827.9333
Sweden,1968,Total,People,302077.6145
Sweden,1969,Total,People,287308.1999
Sweden,1970,Total,People,272519.731
Sweden,1971,Total,People,256776.9828
Sweden,1972,Total,People,241035.4132
Sweden,1973,Total,People,227589.1952
Sweden,1974,Total,People,224695.2346
Sweden,1975,Total,People,217433.7295
Sweden,1976,Total,People,208491.509
Sweden,1977,Total,People,202055.0843
Sweden,1978,Total,People,202291.6192
Sweden,1979,Total,People,197791.3277
Sweden,1980,Total,People,193126.4643
Sweden,1981,Total,People,186188.0301
Sweden,1982,Total,People,182868.85
Sweden,1983,Total,People,179142.3881
Sweden,1984,Total,People,177255.771
Sweden,1985,Total,People,173318.7736
Sweden,1986,Total,People,168813.5274
Sweden,1987,Total,People,151784.5373
Sweden,1988,Total,People,149660.0656
Sweden,1989,Total,People,142579.4284
Sweden,1990,Total,People,141013.3825
Sweden,1991,Total,People,134815.0989
Sweden,1992,Total,People,130193.3119
Sweden,1993,Total,People,127231.1149
Sweden,1994,Total,People,123936.7859
Sweden,1995,Total,People,121179.5891
Sweden,1996,Total,People,115236.5415
Sweden,1997,Total,People,105946.8493
Sweden,1998,Total,People,102470.2138
Sweden,1999,Total,People,101532.4798
Sweden,2000,Total,People,104664.4624
Sweden,2001,Total,People,96983.90142
Sweden,2002,Total,People,94548.48618
Sweden,2003,Total,People,88718.0147
Sweden,2004,Total,People,85408.6714
Sweden,2005,Total,People,81990.1949
Sweden,2006,Total,People,80378.69562
Sweden,2007,Total,People,78483.63752
Sweden,2008,Total,People,80099.34667
Sweden,2009,Total,People,79503.29811
Sweden,2010,Total,People,81300.68337
United Kingdom,1851,Total,People,1539000
United Kingdom,1861,Total,People,3520000
United Kingdom,1871,Total,People,3120000
United Kingdom,1881,Total,People,2860000
United Kingdom,1891,Total,People,2620000
United Kingdom,1901,Total,People,2420000
United Kingdom,1911,Total,People,2400000
United Kingdom,1920,Total,People,1741000
United Kingdom,1921,Total,People,1669000
United Kingdom,1922,Total,People,1620000
United Kingdom,1923,Total,People,1571000
United Kingdom,1924,Total,People,1582000
United Kingdom,1925,Total,People,1576000
United Kingdom,1926,Total,People,1552000
United Kingdom,1927,Total,People,1523000
United Kingdom,1928,Total,People,1511000
United Kingdom,1929,Total,People,1502000
United Kingdom,1930,Total,People,1460000
United Kingdom,1931,Total,People,1425000
United Kingdom,1932,Total,People,1413000
United Kingdom,1933,Total,People,1413000
United Kingdom,1934,Total,People,1394000
United Kingdom,1935,Total,People,1370000
United Kingdom,1936,Total,People,1335000
United Kingdom,1937,Total,People,1313000
United Kingdom,1938,Total,People,1272000
United Kingdom,1948,Total,People,1371840.521
United Kingdom,1949,Total,People,1368419.473
United Kingdom,1950,Total,People,1352454.579
United Kingdom,1951,Total,People,1317103.742
United Kingdom,1952,Total,People,1288595.003
United Kingdom,1953,Total,People,1264647.663
United Kingdom,1954,Total,People,1252103.817
United Kingdom,1955,Total,People,1246402.07
United Kingdom,1956,Total,People,1211051.233
United Kingdom,1957,Total,People,1204209.136
United Kingdom,1958,Total,People,1187103.892
United Kingdom,1959,Total,People,1177981.096
United Kingdom,1960,Total,People,1157454.804
United Kingdom,1961,Total,People,1120963.618
United Kingdom,1962,Total,People,1082191.733
United Kingdom,1963,Total,People,1073068.936
United Kingdom,1964,Total,People,1030876.003
United Kingdom,1965,Total,People,972718.1751
United Kingdom,1966,Total,People,935265.9245
United Kingdom,1967,Total,People,900934.6948
United Kingdom,1968,Total,People,871805.1665
United Kingdom,1969,Total,People,835393.2562
United Kingdom,1970,Total,People,801062.0265
United Kingdom,1971,Total,People,764439.2076
United Kingdom,1972,Total,People,756799.9969
United Kingdom,1973,Total,People,768303.0982
United Kingdom,1974,Total,People,735608.3836
United Kingdom,1975,Total,People,708163.6888
United Kingdom,1976,Total,People,700817.8681
United Kingdom,1977,Total,People,694235.9684
United Kingdom,1978,Total,People,680883.9567
United Kingdom,1979,Total,People,665667.5347
United Kingdom,1980,Total,People,670837.841
United Kingdom,1981,Total,People,677300.1704
United Kingdom,1982,Total,People,675547.5805
United Kingdom,1983,Total,People,671863.0453
United Kingdom,1984,Total,People,694933.4616
United Kingdom,1985,Total,People,661113.9008
United Kingdom,1986,Total,People,649640.692
United Kingdom,1987,Total,People,643500.5381
United Kingdom,1988,Total,People,664045.5863
United Kingdom,1989,Total,People,641803.3047
United Kingdom,1990,Total,People,633659.2418
United Kingdom,1991,Total,People,651621.3512
United Kingdom,1992,Total,People,636011.8973
United Kingdom,1993,Total,People,626255.8503
United Kingdom,1994,Total,People,607527.6056
United Kingdom,1995,Total,People,571000
United Kingdom,1996,Total,People,581000
United Kingdom,1997,Total,People,596000
United Kingdom,1998,Total,People,565000
United Kingdom,1999,Total,People,522000
United Kingdom,2000,Total,People,490000
United Kingdom,2001,Total,People,465000
United Kingdom,2002,Total,People,462000
United Kingdom,2003,Total,People,464000
United Kingdom,2004,Total,People,475000
United Kingdom,2005,Total,People,499000
United Kingdom,2006,Total,People,485000
United Kingdom,2007,Total,People,487000
United Kingdom,2008,Total,People,509000
United Kingdom,2009,Total,People,525000
United Kingdom,2010,Total,People,548459.5799
United Kingdom,2011,Total,People,596247.613
USA,1850,Total,People,4520000
USA,1860,Total,People,5880000
USA,1870,Total,People,6790000
USA,1880,Total,People,8920000
USA,1890,Total,People,9960000
USA,1900,Total,People,11680000
USA,1910,Total,People,11770000
USA,1920,Total,People,10790000
USA,1929,Total,People,8627000
USA,1930,Total,People,8441000
USA,1931,Total,People,8471000
USA,1932,Total,People,8370000
USA,1933,Total,People,8438000
USA,1934,Total,People,8523000
USA,1935,Total,People,8651000
USA,1936,Total,People,8544000
USA,1937,Total,People,8367000
USA,1938,Total,People,8066000
USA,1939,Total,People,7810000
USA,1940,Total,People,7589000
USA,1941,Total,People,7486000
USA,1942,Total,People,7341000
USA,1943,Total,People,7154000
USA,1944,Total,People,6931000
USA,1945,Total,People,6766000
USA,1946,Total,People,6713000
USA,1947,Total,People,6657000
USA,1948,Total,People,6625000
USA,1949,Total,People,6440000
USA,1950,Total,People,6402000
USA,1951,Total,People,6022000
USA,1952,Total,People,5879000
USA,1953,Total,People,5696000
USA,1954,Total,People,5713000
USA,1955,Total,People,5525000
USA,1956,Total,People,5251000
USA,1957,Total,People,5010000
USA,1958,Total,People,4848000
USA,1959,Total,People,4704000
USA,1960,Total,People,4531000
USA,1961,Total,People,4442000
USA,1962,Total,People,4310000
USA,1963,Total,People,4079000
USA,1964,Total,People,3862000
USA,1965,Total,People,3713000
USA,1966,Total,People,3432000
USA,1967,Total,People,3338000
USA,1968,Total,People,3303000
USA,1969,Total,People,3193000
USA,1970,Total,People,3118000
USA,1971,Total,People,3065000
USA,1972,Total,People,3116000
USA,1973,Total,People,3181000
USA,1974,Total,People,3255000
USA,1975,Total,People,3191000
USA,1976,Total,People,3210000
USA,1977,Total,People,3105000
USA,1978,Total,People,3158000
USA,1979,Total,People,3183000
USA,1980,Total,People,3275000
USA,1981,Total,People,3260000
USA,1982,Total,People,3140000
USA,1983,Total,People,3166000
USA,1984,Total,People,3074000
USA,1985,Total,People,2889000
USA,1986,Total,People,2869000
USA,1987,Total,People,2932000
USA,1988,Total,People,2988000
USA,1989,Total,People,2940000
USA,1990,Total,People,2930000
USA,1991,Total,People,2964000
USA,1992,Total,People,2883000
USA,1993,Total,People,2935000
USA,1994,Total,People,2995000
USA,1995,Total,People,3210000
USA,1996,Total,People,3154000
USA,1997,Total,People,3132000
USA,1998,Total,People,3133000
USA,1999,Total,People,3171000
USA,2000,Total,People,3146000
USA,2001,Total,People,2093000
USA,2002,Total,People,2098000
USA,2003,Total,People,2072000
USA,2004,Total,People,2030000
USA,2005,Total,People,1992000
USA,2006,Total,People,2022000
USA,2007,Total,People,1953000
USA,2008,Total,People,1945000
USA,2009,Total,People,1907000
USA,2010,Total,People,1923000
USA,2011,Total,People,1962000
USA,2012,Total,People,1919000
USA,2013,Total,People,1957000
USA,2014,Total,People,1947000
USA,2015,Total,People,2050000
Afghanistan,1991,Percent,Percent,71.2689971923828
Afghanistan,1992,Percent,Percent,73.693000793457
Afghanistan,1993,Percent,Percent,78.2330017089844
Afghanistan,1994,Percent,Percent,81.6589965820313
Afghanistan,1995,Percent,Percent,78.6949996948242
Afghanistan,1996,Percent,Percent,78.9280014038086
Afghanistan,1997,Percent,Percent,79.2040023803711
Afghanistan,1998,Percent,Percent,79.3000030517578
Afghanistan,1999,Percent,Percent,79.2910003662109
Afghanistan,2000,Percent,Percent,79.1630020141602
Afghanistan,2001,Percent,Percent,78.8980026245117
Afghanistan,2002,Percent,Percent,74.5070037841797
Afghanistan,2003,Percent,Percent,73.7360000610352
Afghanistan,2004,Percent,Percent,71.6989974975586
Afghanistan,2005,Percent,Percent,71.7590026855469
Afghanistan,2006,Percent,Percent,70.6050033569336
Afghanistan,2007,Percent,Percent,69.3789978027344
Afghanistan,2008,Percent,Percent,67.2460021972656
Afghanistan,2009,Percent,Percent,67.0370025634766
Afghanistan,2010,Percent,Percent,64.4990005493164
Afghanistan,2011,Percent,Percent,62.7709999084473
Afghanistan,2012,Percent,Percent,61.6829986572266
Afghanistan,2013,Percent,Percent,61.5130004882813
Afghanistan,2014,Percent,Percent,61.6300010681152
Afghanistan,2015,Percent,Percent,61.1319999694824
Afghanistan,2016,Percent,Percent,61.3489990234375
Afghanistan,2017,Percent,Percent,62.1949996948242
Albania,1991,Percent,Percent,67.8809967041016
Albania,1992,Percent,Percent,71.4410018920898
Albania,1993,Percent,Percent,72.0490036010742
Albania,1994,Percent,Percent,71.0090026855469
Albania,1995,Percent,Percent,70.254997253418
Albania,1996,Percent,Percent,66.6500015258789
Albania,1997,Percent,Percent,64.609001159668
Albania,1998,Percent,Percent,65.2389984130859
Albania,1999,Percent,Percent,63.4550018310547
Albania,2000,Percent,Percent,61.5060005187988
Albania,2001,Percent,Percent,59.9930000305176
Albania,2002,Percent,Percent,58.6310005187988
Albania,2003,Percent,Percent,57.5270004272461
Albania,2004,Percent,Percent,55.8849983215332
Albania,2005,Percent,Percent,53.9630012512207
Albania,2006,Percent,Percent,52.3160018920898
Albania,2007,Percent,Percent,47.9129981994629
Albania,2008,Percent,Percent,47.2249984741211
Albania,2009,Percent,Percent,44.0499992370605
Albania,2010,Percent,Percent,43.9010009765625
Albania,2011,Percent,Percent,45.3930015563965
Albania,2012,Percent,Percent,47.435001373291
Albania,2013,Percent,Percent,44.8030014038086
Albania,2014,Percent,Percent,42.8899993896484
Albania,2015,Percent,Percent,41.3660011291504
Albania,2016,Percent,Percent,40.6590003967285
